Time (ms) ,x-axis acceleration,y-axis acceleration,z-axis acceleration,x-axis gyroscope,y-axis gyroscope,z-axis gyroscope,x-axis magnetometer,y-axis magnetometer,z-axis magnetometer
0,-7494,2916,-4638,219,1641,1068,-71,177,-99
10,-6368,3674,-5424,187,1513,967,-109,146,-34
20,-7048,3078,-5126,238,1428,969,-107,144,-35
30,-7542,3570,-5358,172,1347,880,-110,147,-34
40,-7026,3304,-5768,214,1290,875,-110,144,-38
50,-6676,2388,-4948,232,1294,946,-109,147,-40
60,-6492,3244,-5352,188,1276,877,-111,150,-40
70,-6704,3490,-4592,205,1326,912,-107,147,-41
80,-6574,3552,-4886,217,1340,871,-108,148,-42
90,-6910,3302,-5202,175,1344,883,-107,148,-43
100,-6554,3096,-5162,221,1343,973,-108,150,-46
110,-6480,3518,-5158,218,1361,953,-106,153,-44
120,-6896,3440,-5380,185,1364,880,-106,153,-45
130,-6066,3048,-4922,202,1342,941,-105,153,-49
140,-5926,2882,-4284,232,1357,963,-103,151,-48
150,-5544,2800,-3866,198,1432,903,-105,151,-50
160,-5568,3352,-5048,204,1473,940,-105,156,-53
170,-6550,4004,-5768,217,1465,968,-104,154,-54
180,-5840,3864,-6400,223,1463,1009,-103,154,-53
190,-6064,4098,-7380,232,1446,1001,-104,156,-55
200,-6140,4172,-6934,214,1433,970,-106,157,-55
210,-5320,4788,-7418,207,1411,918,-101,157,-57
220,-5998,4130,-6862,189,1379,868,-104,160,-60
230,-5108,3462,-6492,199,1368,923,-103,158,-60
240,-4798,4012,-6626,212,1383,892,-104,159,-62
250,-4920,4094,-7044,205,1426,939,-100,161,-62
260,-4822,3756,-7052,188,1425,955,-99,159,-63
270,-4170,4508,-7620,172,1438,920,-100,160,-64
280,-5070,3884,-7306,223,1402,941,-100,162,-67
290,-4480,3876,-7168,219,1349,947,-99,162,-65
300,-3608,4372,-8058,216,1356,920,-100,164,-67
310,-4442,4350,-8320,204,1295,900,-98,164,-68
320,-3970,4282,-7340,211,1318,925,-96,165,-68
330,-3616,4328,-7198,207,1312,918,-97,165,-71
340,-3940,3808,-7092,211,1311,926,-96,166,-73
350,-3806,4404,-6928,198,1371,923,-94,165,-73
360,-3580,4712,-7936,216,1352,933,-94,165,-74
370,-3166,4366,-7444,202,1368,901,-94,167,-77
380,-3772,4044,-7458,162,1357,873,-93,165,-74
390,-2892,4074,-7340,200,1352,923,-91,168,-78
400,-2596,4610,-7024,180,1392,909,-91,170,-78
410,-2896,4786,-7324,154,1445,877,-89,169,-81
420,-2854,4922,-7700,214,1454,932,-90,168,-81
430,-2710,4266,-7486,222,1399,956,-90,171,-80
440,-2006,4894,-8344,229,1447,954,-88,170,-82
450,-1910,4402,-8126,229,1429,937,-86,170,-83
460,-1978,4608,-8694,201,1391,935,-87,172,-83
470,-1686,4838,-7924,175,1413,923,-87,175,-88
480,-2332,4864,-8110,214,1426,942,-84,173,-87
490,-1696,4438,-8148,243,1380,980,-82,173,-86
500,-1978,5008,-8574,220,1372,936,-81,174,-88
510,-986,4426,-8518,223,1405,926,-82,173,-88
520,-1006,4700,-8854,227,1355,895,-81,174,-92
530,-702,4880,-8658,190,1350,893,-78,174,-91
540,-716,4910,-8512,184,1341,886,-78,174,-92
