Time (ms) ,x-axis acceleration,y-axis acceleration,z-axis acceleration,x-axis gyroscope,y-axis gyroscope,z-axis gyroscope,x-axis magnetometer,y-axis magnetometer,z-axis magnetometer
0,-7884,1874,-3408,-74,-1329,-797,-91,169,-83
10,-8072,1882,-1994,-104,-1303,-809,-109,134,-21
20,-7490,1390,-2294,-98,-1240,-772,-111,136,-20
30,-7436,1824,-2344,-100,-1171,-798,-108,134,-17
40,-8004,1620,-3150,-115,-1158,-751,-110,135,-17
50,-9236,2590,-4058,-98,-1267,-820,-108,135,-19
60,-8618,1814,-3086,-118,-1383,-851,-109,134,-17
70,-7838,1038,-1624,-113,-1371,-861,-107,132,-15
80,-7520,978,-1184,-90,-1317,-791,-109,131,-14
90,-7540,778,-1050,-72,-1170,-737,-107,133,-13
100,-8210,1198,-2094,-58,-1170,-699,-109,133,-13
110,-9028,2126,-2646,-68,-1221,-767,-106,130,-11
120,-7970,1566,-2336,-73,-1307,-790,-106,129,-11
130,-8748,1430,-1880,-115,-1422,-887,-106,131,-10
140,-7970,928,-1336,-112,-1407,-828,-106,127,-10
150,-7944,768,-984,-107,-1376,-852,-105,129,-7
160,-7382,538,-494,-106,-1304,-794,-105,128,-9
170,-8368,824,-908,-100,-1263,-795,-106,127,-7
180,-8474,898,-832,-120,-1288,-841,-104,129,-9
190,-8512,488,-478,-109,-1332,-827,-102,126,-6
200,-7726,272,-372,-124,-1331,-812,-104,129,-5
210,-7482,344,-452,-95,-1308,-834,-106,127,-3
220,-8488,272,894,-95,-1202,-801,-105,125,0
230,-8304,2,-572,-85,-1164,-739,-104,126,-2
240,-8174,306,-342,-50,-1158,-692,-103,124,0
250,-8450,552,-356,-92,-1178,-749,-103,126,-1
260,-8544,254,-474,-88,-1214,-728,-100,125,1
270,-8354,450,-534,-114,-1244,-773,-102,124,1
280,-8220,146,-66,-113,-1209,-771,-98,123,0
290,-8530,-162,280,-91,-1185,-727,-103,122,-1
300,-7460,272,-1140,-86,-1266,-770,-101,123,1
310,-8056,614,-132,-99,-1368,-857,-97,121,3
320,-8636,170,-240,-128,-1446,-956,-98,122,2
330,-8058,-554,1410,-99,-1433,-903,-100,123,3
340,-8066,-1058,742,-117,-1414,-819,-99,122,5
350,-7418,-672,1008,-109,-1341,-821,-97,123,5
360,-7710,-622,1886,-85,-1192,-748,-95,121,3
370,-8412,-82,-82,-104,-1255,-793,-96,120,5
380,-8018,-1084,2502,-110,-1182,-766,-96,122,4
390,-7502,-1702,2636,-106,-1047,-680,-93,122,5
400,-6782,-2236,3064,-56,-847,-500,-94,121,3
410,-7154,-2124,3892,-28,-568,-354,-94,122,4
420,-7488,-2352,3586,3,-317,-175,-94,121,6
430,-7086,-2072,3324,36,-84,-3,-94,121,6
440,-6982,-1788,2640,85,50,35,-94,121,4
450,-7264,-1286,2114,90,115,81,-93,120,5
460,-7810,-796,1574,99,123,75,-96,121,6
470,-7932,-660,1198,70,39,21,-95,121,5
480,-7576,-790,2026,38,14,10,-95,121,5
490,-7248,-1158,2268,25,74,53,-96,124,5
500,-7410,-1104,1694,42,134,82,-95,122,6
510,-8148,-702,1202,42,117,91,-95,120,5
520,-8594,-280,652,31,28,35,-95,121,7
530,-8252,-476,972,-1,-59,-29,-97,121,6
540,-7798,-1162,1682,4,-65,-29,-94,122,6
550,-7572,-1380,1850,33,7,37,-95,122,6
560,-7904,-840,1342,65,63,60,-96,121,7
570,-8392,-752,1566,57,78,58,-94,122,4
580,-8202,-1276,2324,46,179,132,-96,122,5
590,-7792,-1808,2706,67,380,263,-94,120,3
600,-7390,-2100,3196,88,641,440,-94,123,4
610,-7312,-1910,2646,160,881,608,-93,120,5
620,-7562,-1336,2266,198,1041,694,-95,121,4
630,-7486,-728,1082,203,1122,719,-97,124,3
640,-7670,-802,1234,240,1141,745,-94,122,2
650,-7208,-774,2272,213,1191,765,-99,122,0
660,-7492,-912,2632,177,1322,830,-98,123,2
670,-6796,-1286,1806,183,1390,879,-100,122,2
680,-7356,-522,1198,215,1438,906,-99,123,3
690,-8360,-354,576,206,1437,921,-98,127,1
700,-8122,404,112,164,1341,837,-100,122,3
710,-8496,-158,518,167,1281,784,-99,123,4
720,-7820,-488,610,145,1298,823,-101,124,-1
730,-7446,120,194,177,1345,840,-102,125,2
740,-8600,324,-236,198,1373,847,-102,124,1
750,-8674,350,-264,162,1344,836,-101,127,2
760,-8378,834,-906,177,1340,853,-103,125,-4
770,-8282,418,-1238,167,1273,806,-102,127,-2
780,-8650,740,-996,174,1270,832,-105,127,-5
790,-8298,776,-1810,188,1274,824,-105,125,-4
800,-8374,1062,-1652,139,1210,761,-105,129,-6
810,-8622,654,-952,191,1191,751,-103,127,-5
820,-8504,432,-1588,200,1157,774,-107,127,-6
830,-8014,934,-1488,212,1156,807,-105,129,-7
840,-8076,1182,-1954,208,1108,752,-106,128,-5
850,-8552,1252,-1656,216,1049,707,-106,127,-8
860,-8564,1154,-1028,189,1084,714,-105,129,-8
870,-7788,1248,-1408,157,1105,696,-106,130,-12
880,-7782,1098,-1120,172,1156,752,-106,128,-12
890,-8400,1452,-1198,171,1216,768,-109,130,-12
900,-8414,1350,-2038,184,1174,813,-108,130,-12
910,-8102,870,-1110,184,1160,762,-106,133,-12
920,-7782,684,-1160,178,1190,788,-107,133,-14
930,-7968,786,-904,179,1277,786,-107,133,-14
940,-7806,1470,-1862,167,1325,800,-110,134,-15
950,-7732,1206,-1918,204,1333,834,-108,134,-17
960,-7834,1594,-2412,201,1298,818,-106,136,-17
970,-8636,2202,-3330,194,1221,793,-108,135,-17
980,-7972,2092,-2368,181,1190,745,-109,136,-19
990,-8114,1850,-2556,162,1239,767,-109,138,-22
1000,-7592,1820,-2686,151,1274,747,-113,140,-22
1010,-8330,2112,-3484,136,1294,788,-106,137,-23
1020,-7978,2408,-3738,168,1305,794,-108,139,-23
1030,-8050,2074,-3584,175,1311,836,-110,140,-24
1040,-8078,2326,-4590,188,1272,850,-110,137,-26
1050,-7672,2462,-4654,201,1161,787,-108,139,-27
1060,-8056,2492,-3986,212,1191,812,-109,142,-27
1070,-7686,2458,-3888,215,1212,833,-109,142,-28
1080,-7724,2484,-4112,181,1138,735,-108,140,-31
1090,-8188,2754,-4098,200,1171,781,-111,141,-31
1100,-7304,2436,-4092,192,1196,821,-109,144,-33
1110,-7434,2934,-4766,179,1129,765,-113,144,-35
1120,-7354,2658,-4150,166,1131,755,-110,143,-34
1130,-7208,2584,-3814,173,1137,730,-110,146,-36
1140,-6816,2632,-4208,161,1060,703,-110,144,-35
1150,-6584,2630,-4558,136,927,612,-110,144,-38
1160,-7484,2506,-3898,203,1118,815,-108,145,-37
1170,-6972,2638,-3458,155,1211,713,-109,149,-39
1180,-6392,2260,-3078,181,1312,832,-109,145,-39
1190,-5192,2228,-3964,188,1370,903,-110,147,-40
1200,-6684,3386,-5108,234,1285,852,-107,144,-43
1210,-6952,3692,-5918,182,1305,821,-110,149,-41
1220,-6770,3632,-5994,176,1191,745,-110,150,-46
1230,-6748,3282,-4514,212,1208,770,-108,152,-43
1240,-6368,3406,-5620,181,1197,777,-108,150,-45
1250,-6404,3530,-5570,169,1167,747,-108,152,-47
1260,-5916,3654,-6040,151,1216,698,-108,153,-47
1270,-6072,2696,-5258,155,1158,748,-106,151,-48
1280,-5814,3444,-4808,166,1225,743,-107,154,-49
1290,-5972,2970,-6432,174,1233,771,-106,154,-48
1300,-5936,3488,-6404,159,1197,773,-105,154,-52
1310,-6540,3520,-6458,179,1170,738,-104,155,-52
1320,-5412,3886,-6434,209,1139,806,-103,153,-55
1330,-5722,3650,-6206,181,1149,742,-105,155,-52
1340,-6160,4352,-7350,179,1092,794,-104,158,-54
1350,-5554,4238,-5914,180,1108,741,-105,158,-57
1360,-5398,3938,-6924,188,1050,748,-105,157,-56
1370,-5594,4406,-5706,143,1078,660,-103,159,-60
1380,-5226,4002,-6504,145,1111,679,-102,157,-61
1390,-5204,4052,-6550,148,1125,699,-103,160,-59
1400,-5312,3172,-5952,142,1152,699,-101,156,-60
1410,-5314,3372,-5744,178,1158,773,-102,161,-65
1420,-4620,2908,-5176,172,1213,760,-102,161,-63
1430,-4844,3920,-7222,176,1203,785,-100,160,-67
1440,-4512,4724,-7470,174,1223,759,-102,161,-66
1450,-4788,4324,-6994,177,1184,788,-99,162,-66
1460,-4720,3908,-6462,179,1215,760,-98,164,-68
1470,-4296,4314,-7246,177,1173,793,-100,162,-71
1480,-4440,4018,-6586,172,1181,733,-98,166,-71
1490,-4050,4002,-7582,175,1152,775,-99,164,-69
1500,-3696,4252,-7122,167,1177,751,-98,164,-70
1510,-3326,4230,-7602,171,1198,741,-95,167,-72
1520,-3418,3882,-6840,193,1167,795,-99,165,-73
1530,-3752,4608,-7244,148,1206,718,-96,166,-75
1540,-3588,4526,-8776,161,1114,748,-93,167,-74
1550,-3414,4360,-7090,178,1100,694,-95,167,-78
1560,-3492,4080,-7462,157,1078,704,-94,167,-75
1570,-3358,4118,-6940,183,1092,786,-93,168,-79
1580,-3116,4682,-8024,176,1191,771,-91,168,-77
1590,-3032,4146,-8078,169,1157,760,-92,168,-80
1600,-3288,4976,-7342,143,1155,756,-91,166,-81
1610,-3044,4850,-8058,191,1155,752,-88,168,-80
1620,-2818,4352,-7246,193,1137,792,-91,169,-82
1630,-2772,4312,-7586,171,1170,734,-89,172,-82
1640,-2306,4512,-8388,150,1145,736,-89,170,-84
1650,-2582,4334,-7446,188,1160,724,-89,171,-84
1660,-2456,4408,-8458,197,1151,757,-89,170,-85
1670,-1862,4138,-7780,199,1154,781,-86,170,-85
