Time (ms) ,x-axis acceleration,y-axis acceleration,z-axis acceleration,x-axis gyroscope,y-axis gyroscope,z-axis gyroscope,x-axis magnetometer,y-axis magnetometer,z-axis magnetometer
0,-964,4086,-8352,153,951,589,-106,152,-54
10,-912,4008,-8558,134,971,566,-77,176,-98
20,-530,4210,-8406,145,966,605,-78,178,-97
30,-908,4574,-8714,153,932,610,-75,176,-99
40,-292,4200,-8266,151,981,662,-76,177,-98
50,-412,4368,-8562,157,939,650,-76,176,-97
60,-218,4238,-8506,174,919,651,-73,176,-98
70,-148,4372,-8420,167,948,639,-75,177,-100
80,-276,4262,-8226,157,913,626,-71,177,-101
90,8,4730,-8436,147,921,597,-71,174,-100
100,22,4858,-8482,137,924,576,-70,177,-100
110,262,4798,-8508,122,892,550,-71,177,-102
120,172,4680,-8540,137,871,562,-70,178,-100
130,-70,4454,-8554,156,868,565,-70,180,-100
140,-234,4128,-8524,160,882,558,-69,176,-103
150,250,3704,-8368,153,893,541,-68,179,-103
160,740,3968,-8028,124,915,528,-68,177,-102
170,972,4246,-7860,116,918,569,-65,177,-104
180,1014,4450,-8028,142,958,645,-65,179,-104
190,790,4284,-8140,164,986,680,-65,180,-107
200,572,4450,-8612,163,951,635,-65,180,-104
210,1022,4378,-8654,152,964,622,-62,179,-106
220,1254,4392,-8972,161,922,604,-63,181,-105
230,1370,4326,-8722,159,945,607,-60,179,-106
240,1618,4232,-8414,137,896,553,-58,179,-107
250,1880,4578,-8448,123,844,533,-58,179,-105
260,1418,4684,-8808,150,809,540,-59,181,-108
270,1458,4780,-9068,146,743,485,-59,180,-109
280,1470,5094,-10110,125,602,394,-58,180,-107
290,1674,5582,-10558,86,389,246,-55,180,-109
300,1714,5706,-10812,61,166,109,-59,180,-108
310,1680,5366,-10322,31,-54,-27,-56,179,-107
320,1718,4542,-9010,15,-184,-103,-56,180,-109
330,1832,3754,-7632,20,-171,-91,-58,180,-109
340,1816,3356,-6992,29,-91,-40,-56,181,-107
350,1758,3444,-7094,40,7,16,-56,182,-108
360,1742,3808,-7988,62,66,50,-56,179,-108
370,1658,4462,-8880,59,62,37,-57,182,-107
380,1520,4828,-9672,38,-21,-10,-56,179,-110
390,1578,4782,-9414,34,-111,-42,-55,179,-110
400,1514,4486,-8768,8,-160,-73,-56,179,-110
410,1530,3850,-7816,11,-149,-67,-57,180,-108
420,1534,3488,-7310,29,-86,-26,-54,179,-108
