Time (ms) ,x-axis acceleration,y-axis acceleration,z-axis acceleration,x-axis gyroscope,y-axis gyroscope,z-axis gyroscope,x-axis magnetometer,y-axis magnetometer,z-axis magnetometer
0,-740,4076,-7768,-143,-1420,-938,-90,168,-80
10,-1068,4280,-7936,-133,-1416,-931,-76,176,-93
20,-1446,4568,-8596,-140,-1459,-930,-79,173,-93
30,-1312,4580,-7846,-118,-1431,-924,-78,175,-92
40,-1344,4486,-6846,-134,-1384,-935,-79,176,-92
50,-1780,4852,-8182,-146,-1365,-932,-79,176,-90
60,-2044,4838,-8490,-112,-1391,-905,-83,173,-89
70,-1940,4820,-8542,-126,-1404,-956,-82,175,-89
80,-1782,4496,-7536,-113,-1394,-945,-82,172,-88
90,-1970,4504,-7440,-123,-1422,-972,-84,173,-84
100,-1534,4632,-6686,-150,-1351,-968,-85,173,-85
110,-1606,4932,-7754,-144,-1318,-974,-86,171,-84
120,-2724,4706,-8290,-113,-1319,-904,-86,170,-84
130,-2480,4474,-8418,-111,-1322,-870,-88,173,-82
140,-2030,4392,-7902,-123,-1378,-918,-88,172,-82
150,-2140,4692,-8126,-112,-1407,-940,-90,171,-80
160,-2534,4930,-8474,-133,-1489,-961,-90,170,-80
170,-2668,4840,-7648,-119,-1508,-953,-91,169,-79
180,-2556,4184,-7808,-128,-1519,-945,-92,167,-78
190,-2816,4700,-8222,-137,-1532,-891,-93,167,-76
200,-3396,4960,-7710,-102,-1535,-954,-94,167,-76
210,-3830,4832,-7566,-165,-1517,-1028,-93,169,-74
220,-4410,4870,-8136,-156,-1524,-1001,-96,168,-73
230,-4100,4394,-7476,-142,-1576,-1006,-97,163,-74
240,-3864,4240,-7150,-142,-1538,-996,-97,164,-72
250,-4048,4118,-6536,-138,-1531,-977,-97,166,-70
260,-4328,4282,-7292,-129,-1539,-972,-97,163,-69
270,-4574,3972,-6252,-132,-1476,-949,-98,164,-67
280,-4966,4114,-7264,-115,-1459,-921,-98,164,-68
290,-4526,4052,-6578,-93,-1461,-869,-100,162,-66
300,-5084,4412,-6604,-116,-1450,-938,-100,162,-65
310,-4994,4220,-5946,-104,-1423,-952,-101,160,-63
320,-5460,3772,-6688,-97,-1429,-925,-103,161,-61
330,-5530,4068,-6324,-128,-1423,-928,-101,160,-62
340,-5064,4030,-6374,-124,-1370,-910,-102,160,-58
350,-5466,3702,-5794,-106,-1373,-898,-101,158,-59
360,-5310,3312,-5632,-119,-1352,-915,-104,159,-56
370,-5718,3908,-6356,-144,-1369,-958,-105,157,-56
380,-6182,3874,-6898,-133,-1426,-999,-104,157,-53
390,-5924,3548,-6176,-137,-1461,-945,-103,156,-55
400,-5846,3500,-5888,-126,-1491,-940,-105,154,-52
410,-5502,3104,-5446,-112,-1430,-914,-105,155,-51
420,-5606,3190,-6002,-119,-1412,-908,-107,155,-49
430,-5764,3888,-6680,-115,-1383,-921,-106,153,-49
440,-6012,3856,-7018,-103,-1404,-869,-107,154,-48
450,-6094,3266,-5972,-118,-1468,-902,-107,154,-49
460,-6344,3286,-5572,-124,-1470,-921,-108,151,-46
470,-6736,3542,-5656,-112,-1498,-958,-107,150,-46
480,-6446,3384,-4868,-140,-1535,-985,-109,149,-43
490,-6290,3586,-5532,-134,-1577,-1011,-109,150,-42
500,-7502,2948,-4312,-132,-1590,-1010,-108,148,-41
510,-6694,2462,-3814,-135,-1560,-960,-108,147,-39
520,-6768,2580,-3586,-124,-1495,-958,-109,146,-38
530,-6972,2824,-4356,-128,-1467,-935,-107,148,-38
540,-7770,3030,-4918,-125,-1525,-968,-108,145,-38
550,-6936,2518,-4188,-121,-1514,-990,-108,147,-37
560,-7492,2604,-4136,-126,-1504,-993,-111,143,-33
570,-6786,2286,-4196,-145,-1521,-991,-109,144,-33
580,-7720,3014,-3956,-141,-1495,-1023,-110,144,-30
590,-7010,2592,-3080,-139,-1409,-959,-111,142,-28
600,-7498,2366,-4134,-113,-1454,-935,-110,141,-30
610,-7948,2622,-3484,-124,-1412,-938,-111,140,-28
620,-7632,2432,-3656,-114,-1389,-951,-108,141,-26
630,-7446,1926,-3248,-146,-1433,-956,-107,139,-26
640,-7540,2056,-3122,-130,-1441,-919,-109,139,-24
650,-7458,2018,-3714,-133,-1469,-952,-111,140,-23
660,-8018,2200,-3014,-139,-1496,-989,-110,136,-22
670,-7620,2244,-3798,-130,-1515,-997,-109,140,-21
680,-8508,1956,-3172,-98,-1535,-991,-110,137,-21
690,-7464,1762,-2720,-135,-1539,-988,-108,136,-18
700,-7376,1260,-2296,-131,-1540,-976,-110,135,-15
710,-8404,1348,-2414,-134,-1573,-990,-106,133,-16
720,-8176,1688,-2330,-146,-1624,-1049,-106,135,-13
730,-7472,1450,-2262,-140,-1573,-1031,-107,134,-15
740,-7712,814,-528,-131,-1512,-998,-107,133,-13
750,-7582,730,-1446,-137,-1470,-946,-107,130,-13
760,-8180,1024,-1428,-113,-1457,-917,-111,134,-12
770,-8050,1322,-1830,-132,-1529,-950,-106,129,-10
780,-8524,1420,-1514,-127,-1535,-1010,-104,131,-9
790,-8304,1062,-1290,-147,-1566,-1039,-108,131,-8
800,-7840,1172,-946,-114,-1560,-1005,-107,129,-7
810,-7806,500,-334,-124,-1525,-960,-105,126,-8
820,-7930,732,-720,-136,-1536,-1023,-104,126,-7
830,-7490,220,-22,-170,-1544,-1018,-104,128,-4
840,-8148,300,-454,-159,-1562,-1029,-105,126,-4
850,-8506,468,-602,-153,-1500,-930,-104,126,-2
860,-8450,508,-158,-140,-1463,-966,-102,126,-3
870,-7862,534,-234,-133,-1465,-997,-103,126,0
880,-7934,404,46,-134,-1403,-911,-102,126,0
890,-8090,112,170,-131,-1430,-988,-101,124,-1
900,-7824,-2,520,-134,-1375,-917,-101,122,0
910,-8174,140,-314,-121,-1427,-910,-100,122,1
920,-7726,318,-306,-115,-1536,-1002,-100,122,1
930,-8140,124,400,-157,-1569,-1098,-100,124,1
940,-8340,12,924,-161,-1559,-1044,-100,123,4
950,-7954,-266,-200,-153,-1649,-1051,-98,122,1
960,-7380,-324,1138,-187,-1582,-1048,-94,122,3
970,-7270,-1078,1684,-136,-1476,-965,-97,122,3
980,-8028,-528,430,-110,-1534,-986,-94,121,5
990,-8432,-354,120,-120,-1529,-1040,-97,122,6
1000,-7620,-1562,2114,-122,-1622,-996,-96,122,5
1010,-7608,-1090,2060,-162,-1603,-1021,-94,119,6
1020,-7114,-1214,1440,-165,-1481,-993,-93,121,6
1030,-6760,-1836,2550,-108,-1407,-900,-92,120,6
1040,-7238,-704,942,-71,-1490,-935,-92,122,6
1050,-7310,-1030,2532,-137,-1526,-962,-88,119,6
1060,-7670,-1292,1524,-159,-1538,-947,-88,119,6
1070,-7418,-912,792,-118,-1527,-993,-89,121,5
1080,-7058,-1910,2770,-104,-1575,-1005,-89,121,4
1090,-7360,-1292,1592,-131,-1629,-986,-86,119,6
1100,-6920,-1398,2524,-130,-1553,-992,-86,121,3
1110,-5892,-2854,4390,-128,-1494,-968,-85,120,4
1120,-6808,-1814,2544,-147,-1515,-971,-85,120,3
1130,-7130,-1448,1748,-118,-1470,-945,-85,121,3
1140,-6238,-2288,3302,-122,-1487,-923,-84,121,4
1150,-6372,-2148,3284,-119,-1494,-950,-83,122,0
1160,-6326,-2656,3378,-84,-1404,-927,-81,122,1
1170,-6650,-2340,2926,-106,-1438,-915,-82,124,-4
1180,-6210,-1808,3294,-119,-1526,-971,-80,122,-3
1190,-6814,-2064,3504,-119,-1512,-984,-80,122,-2
1200,-6012,-2006,2870,-139,-1510,-961,-81,122,-4
1210,-6200,-1840,3930,-179,-1445,-988,-81,124,-8
1220,-6414,-2976,4168,-155,-1334,-923,-78,125,-7
1230,-5848,-3804,5476,-142,-1200,-764,-78,125,-10
1240,-4834,-3938,6212,-206,-990,-621,-77,125,-11
1250,-3358,-4656,9586,-78,-419,-309,-77,128,-11
1260,-4612,-6022,5312,66,48,57,-77,125,-12
1270,-5612,-3552,4782,159,154,235,-80,128,-13
1280,-6082,-2176,4026,145,169,138,-78,123,-11
1290,-5456,-2040,3516,111,118,49,-78,123,-8
1300,-5526,-2440,3918,33,103,20,-77,123,-9
1310,-6060,-3126,3942,84,62,19,-76,122,-9
1320,-5818,-2450,3996,85,28,58,-77,125,-9
1330,-5550,-2150,3946,26,32,49,-77,127,-10
1340,-5802,-2622,4398,-3,79,61,-78,124,-9
1350,-6038,-2914,3738,5,85,85,-76,126,-10
1360,-6124,-2628,3402,25,23,80,-80,125,-11
1370,-6162,-2488,3924,38,23,39,-76,126,-12
1380,-6176,-2718,3712,43,28,27,-77,125,-11
1390,-6144,-2654,3674,64,33,22,-78,124,-9
1400,-6298,-2748,3836,78,31,24,-77,124,-10
1410,-6272,-2534,3782,71,13,39,-79,125,-9
1420,-6270,-2286,4204,54,71,41,-75,124,-12
1430,-6526,-2866,4232,55,140,97,-79,125,-11
1440,-6406,-3328,5092,75,262,191,-77,126,-12
1450,-5152,-4380,7268,21,581,466,-81,124,-10
1460,-4376,-4864,6600,114,1032,747,-77,126,-9
1470,-4706,-4116,6596,231,1425,922,-78,125,-9
1480,-5866,-3712,4392,305,1623,1037,-80,125,-5
1490,-6522,-2030,3324,294,1581,1122,-80,122,-4
1500,-5400,-1618,4332,216,1600,977,-80,125,-2
1510,-5616,-2294,3556,219,1604,942,-82,123,-2
1520,-5662,-2690,4486,229,1675,1025,-82,122,1
1530,-5590,-2204,3834,218,1691,1094,-83,122,2
1540,-5678,-1910,3734,189,1722,1102,-85,122,1
1550,-6000,-1832,3804,172,1717,1098,-85,121,4
1560,-5910,-2508,2496,138,1792,1145,-87,121,4
1570,-7234,-1500,1818,232,1711,1110,-85,123,6
1580,-7658,-632,1258,242,1649,1014,-87,122,5
1590,-8626,-774,812,206,1447,913,-85,120,6
1600,-7784,-614,1076,192,1305,899,-90,119,6
1610,-8168,-850,2016,180,1271,811,-89,120,7
1620,-7830,-1058,1630,164,1253,838,-91,120,6
1630,-8142,-950,2066,219,1323,937,-91,119,5
1640,-8218,-834,1550,165,1337,929,-90,122,7
1650,-7786,-658,1418,168,1357,901,-91,122,7
1660,-8210,-1080,1838,189,1422,946,-95,120,7
1670,-8170,-1114,1454,203,1472,985,-94,121,5
1680,-7538,-1058,1350,249,1482,1005,-96,121,2
1690,-7586,-664,1274,279,1520,1049,-95,122,5
1700,-7628,-404,714,308,1483,1002,-95,122,5
1710,-7616,682,-118,284,1384,932,-97,122,3
1720,-7744,470,690,234,1318,873,-96,121,4
1730,-8138,-116,1412,185,1321,905,-98,123,5
1740,-6626,-212,1376,154,1358,889,-97,123,3
1750,-7784,-582,1648,149,1440,891,-99,123,5
1760,-7492,-396,568,149,1477,982,-100,124,2
1770,-7462,198,640,139,1443,922,-101,124,3
1780,-7820,-294,190,197,1470,876,-98,129,0
1790,-7926,-986,394,227,1542,1046,-100,125,-1
1800,-8284,-170,244,256,1582,1030,-101,125,-1
1810,-8524,220,-194,274,1596,1022,-102,123,-1
1820,-7614,26,-758,271,1615,1115,-103,125,-3
1830,-8480,1016,-340,257,1583,1019,-104,125,-2
1840,-8156,814,-556,208,1612,996,-103,127,-3
1850,-8616,1264,-2240,182,1537,1016,-104,127,-4
1860,-8358,1012,-1368,227,1467,964,-106,126,-5
1870,-8318,1100,-1616,151,1488,937,-106,127,-7
1880,-7972,1378,-2340,188,1436,913,-105,127,-6
1890,-8424,836,-1726,212,1422,929,-107,127,-8
1900,-8764,594,-2330,180,1407,927,-107,130,-9
1910,-8496,1226,-2468,211,1360,905,-106,129,-9
1920,-7772,692,-1652,231,1351,957,-106,133,-11
1930,-8662,1044,-1658,232,1403,967,-107,132,-11
1940,-8138,1702,-3444,263,1352,967,-108,132,-14
1950,-7704,1606,-1470,279,1401,1034,-107,133,-14
