Time (ms) ,x-axis acceleration,y-axis acceleration,z-axis acceleration,x-axis gyroscope,y-axis gyroscope,z-axis gyroscope,x-axis magnetometer,y-axis magnetometer,z-axis magnetometer
0,-5720,4034,-5808,213,1395,894,-86,121,6
10,-4958,3870,-6310,182,1370,852,-105,159,-60
20,-4892,4094,-7146,200,1377,911,-104,161,-61
30,-4656,3924,-5832,217,1381,914,-99,160,-59
40,-4632,3540,-5552,222,1454,944,-102,159,-63
50,-4780,4022,-7114,186,1443,946,-102,162,-63
60,-4428,4144,-7388,189,1434,915,-99,161,-62
70,-5354,4266,-7552,224,1408,928,-100,161,-64
80,-4270,4126,-8450,215,1345,927,-98,162,-68
90,-4280,4062,-7098,202,1348,919,-99,164,-69
100,-4434,3682,-7092,210,1321,889,-98,161,-67
110,-4430,4250,-7506,198,1339,938,-96,165,-70
120,-3694,4300,-7478,209,1330,920,-95,165,-73
130,-3816,4112,-7466,211,1333,921,-93,164,-72
140,-3014,4214,-7460,207,1377,914,-96,166,-71
150,-3634,4368,-6896,203,1342,927,-94,166,-75
160,-3182,4038,-7014,194,1359,891,-92,168,-75
170,-3722,4332,-7094,164,1361,878,-92,168,-78
180,-3546,4518,-8058,201,1361,921,-92,168,-78
190,-2432,4532,-7588,185,1409,914,-91,167,-80
200,-2896,4810,-6988,150,1448,885,-90,168,-80
210,-2404,4562,-7424,220,1449,930,-90,170,-79
220,-2708,4512,-7832,219,1386,953,-87,168,-82
230,-2450,4592,-7688,223,1435,946,-88,172,-80
240,-2700,4426,-8022,220,1418,936,-89,171,-84
250,-2210,4436,-8290,210,1383,936,-87,170,-84
260,-1538,4894,-7914,174,1415,929,-84,171,-84
270,-1294,4904,-7902,204,1420,946,-86,170,-87
280,-1372,4576,-8416,236,1388,971,-81,173,-88
290,-1386,4614,-8482,214,1372,932,-80,174,-87
300,-1156,4446,-8368,229,1408,918,-80,174,-89
310,-1494,4670,-8808,225,1347,897,-83,173,-89
320,-532,4628,-8444,185,1350,893,-78,174,-90
330,-468,4918,-8460,190,1341,885,-79,175,-93
340,-962,4608,-8374,196,1306,867,-76,174,-91
350,-786,4146,-8386,227,1296,933,-75,176,-93
360,-580,3670,-7652,222,1335,906,-74,174,-93
370,-246,3846,-7452,199,1439,938,-75,175,-95
380,92,3742,-8202,228,1453,978,-74,177,-95
390,-18,4426,-8402,201,1473,982,-71,176,-96
400,-110,5018,-8906,183,1444,948,-71,178,-99
410,30,4738,-8642,176,1391,944,-70,179,-99
420,238,5088,-8720,202,1353,930,-69,177,-98
430,498,5072,-8166,178,1354,902,-68,179,-101
440,362,4208,-8034,203,1359,906,-68,177,-101
450,634,4212,-8592,225,1322,934,-65,179,-100
460,530,4344,-8440,231,1374,923,-65,179,-102
470,1134,3910,-8006,202,1435,901,-62,178,-99
480,1494,4600,-9026,169,1416,878,-62,179,-103
490,1556,4480,-8194,189,1403,894,-61,179,-103
500,1508,4262,-7832,274,1430,948,-60,179,-104
510,1818,4854,-9508,165,1341,839,-59,181,-104
520,1390,5186,-10480,194,1155,749,-57,180,-106
530,1806,5808,-10938,215,922,619,-57,183,-105
540,1912,6090,-11456,132,607,400,-54,179,-105
550,1916,6456,-11962,102,280,201,-56,179,-106
560,2054,6320,-11416,35,-68,-20,-54,181,-105
570,2126,5308,-10040,5,-256,-150,-54,180,-106
580,2110,4178,-8314,-11,-327,-195,-54,180,-106
590,2138,3242,-6860,-8,-264,-150,-57,181,-105
600,1966,2962,-6538,22,-139,-59,-55,180,-107
610,2064,3380,-6746,61,-9,15,-56,181,-104
620,1924,4126,-7832,58,92,33,-57,180,-107
630,1772,4608,-9112,63,56,32,-55,180,-106
640,1706,5068,-9800,47,-20,-15,-55,179,-106
650,1526,4998,-9752,-3,-145,-85,-55,180,-107
660,1648,4478,-8648,8,-208,-109,-56,180,-108
670,1498,3880,-7690,2,-200,-101,-55,180,-106
680,1496,3276,-6876,14,-123,-40,-57,180,-105
690,1378,3320,-6822,33,-21,37,-57,180,-107
700,1492,3878,-7314,58,51,88,-55,178,-107
710,1522,4644,-8278,61,91,85,-55,181,-106
720,1442,5208,-9364,49,-3,12,-55,179,-105
730,1490,5390,-9866,48,-153,-88,-56,180,-104
740,1480,5532,-10154,12,-367,-244,-54,178,-103
750,1626,5656,-9988,-12,-584,-405,-58,178,-105
760,1538,6010,-10862,-17,-853,-572,-56,178,-104
770,1912,5992,-11114,-71,-1075,-746,-60,180,-104
780,2100,5948,-10646,-120,-1295,-914,-59,178,-105
790,1776,5286,-10966,-158,-1524,-1053,-59,180,-104
800,1476,5202,-10146,-185,-1739,-1157,-61,180,-103
810,2452,4374,-8518,-180,-1840,-1154,-61,180,-103
820,1922,3922,-8148,-201,-1846,-1180,-65,179,-102
830,1396,3636,-7646,-175,-1824,-1121,-65,180,-102
840,1456,3552,-7262,-161,-1803,-1084,-68,177,-101
850,1744,3842,-6954,-175,-1664,-1070,-69,178,-99
860,378,5206,-8618,-165,-1632,-1023,-67,177,-99
870,534,4778,-7448,-159,-1562,-1039,-70,178,-96
880,-156,5136,-8088,-190,-1532,-1055,-72,178,-98
890,-8,4462,-8272,-183,-1579,-1044,-73,178,-94
900,-536,4434,-7768,-162,-1529,-1019,-76,176,-96
910,-876,4066,-7768,-140,-1482,-974,-74,177,-96
920,-1368,4114,-7786,-119,-1439,-904,-76,176,-95
930,-1154,4148,-7472,-108,-1427,-873,-81,175,-92
940,-1394,4532,-7718,-93,-1369,-853,-78,175,-93
950,-1540,4394,-7944,-117,-1376,-863,-78,176,-91
960,-2146,4600,-8738,-71,-1421,-850,-80,171,-91
970,-1702,4744,-8408,-79,-1410,-862,-81,174,-92
980,-2142,5252,-8122,-79,-1422,-917,-83,175,-92
990,-1974,4598,-8028,-81,-1410,-903,-83,173,-88
1000,-1584,4622,-7934,-119,-1415,-919,-85,173,-89
1010,-2272,4470,-7844,-86,-1359,-910,-85,171,-85
1020,-2226,4082,-8566,-102,-1346,-907,-87,173,-86
1030,-1948,3900,-8042,-119,-1360,-940,-87,172,-83
1040,-1994,4502,-8166,-130,-1299,-931,-87,173,-83
1050,-2454,4488,-8702,-129,-1350,-919,-89,170,-82
1060,-2696,4330,-8822,-138,-1387,-904,-88,172,-82
1070,-2412,4764,-9402,-139,-1496,-931,-92,170,-79
1080,-2508,4392,-8726,-125,-1521,-959,-92,168,-80
1090,-2334,4500,-8626,-139,-1592,-966,-92,169,-79
1100,-2476,4180,-7246,-125,-1568,-959,-93,169,-78
1110,-3200,4658,-7320,-160,-1517,-975,-96,167,-76
1120,-3822,4922,-7900,-155,-1565,-993,-95,168,-75
1130,-3750,4170,-7432,-138,-1554,-955,-95,167,-75
1140,-3878,4216,-6916,-176,-1537,-983,-95,165,-73
1150,-3920,4080,-6882,-156,-1539,-1000,-97,166,-71
1160,-3870,3980,-6256,-141,-1518,-997,-97,165,-70
1170,-4396,4230,-7028,-148,-1484,-1015,-97,165,-70
1180,-4434,3834,-6490,-152,-1479,-991,-98,162,-67
1190,-4668,3654,-6158,-122,-1468,-925,-98,163,-68
1200,-4582,3752,-5684,-118,-1410,-917,-98,163,-64
1210,-5094,4398,-6806,-111,-1405,-937,-101,163,-65
1220,-4920,3966,-6786,-100,-1409,-916,-100,162,-63
1230,-5018,4028,-6110,-133,-1417,-899,-101,159,-63
1240,-4906,4252,-5872,-109,-1406,-928,-102,161,-61
1250,-5022,4046,-6352,-112,-1379,-917,-103,161,-57
1260,-5344,4064,-6552,-132,-1357,-934,-104,157,-57
1270,-5486,4490,-6820,-134,-1351,-939,-102,159,-60
1280,-5820,3948,-6958,-127,-1355,-896,-104,158,-57
1290,-5670,4032,-7484,-136,-1428,-896,-104,158,-54
1300,-5730,3982,-6766,-119,-1482,-954,-105,158,-54
1310,-5782,4066,-6678,-140,-1472,-992,-106,155,-52
1320,-6032,3500,-5994,-133,-1478,-988,-106,154,-51
1330,-6138,3550,-5974,-133,-1463,-922,-106,156,-54
1340,-6346,3388,-5928,-98,-1440,-896,-105,154,-51
1350,-6272,3352,-5702,-98,-1446,-856,-107,155,-49
1360,-6276,3744,-6418,-103,-1463,-925,-107,151,-47
1370,-6426,3528,-5536,-132,-1460,-950,-108,151,-46
1380,-6750,3508,-5698,-142,-1482,-928,-106,151,-47
1390,-7102,3530,-5616,-100,-1525,-918,-107,150,-46
1400,-7098,3144,-4632,-109,-1563,-934,-108,148,-44
1410,-6390,3046,-4906,-133,-1595,-1006,-109,149,-41
1420,-6410,3260,-4674,-146,-1541,-1020,-110,147,-40
1430,-6386,2814,-3840,-145,-1491,-989,-108,144,-38
