Time (ms) ,x-axis acceleration,y-axis acceleration,z-axis acceleration,x-axis gyroscope,y-axis gyroscope,z-axis gyroscope,x-axis magnetometer,y-axis magnetometer,z-axis magnetometer
0,-8368,570,-448,-118,-1183,-770,-103,128,-5
10,-8432,558,-746,-123,-1254,-802,-102,122,-3
20,-8196,-88,178,-116,-1241,-788,-101,122,-1
30,-7900,-484,608,-98,-1189,-731,-99,123,1
40,-7928,68,88,-89,-1221,-759,-99,123,3
50,-8056,234,-542,-98,-1330,-811,-99,123,1
60,-8168,134,-156,-117,-1411,-903,-98,122,3
70,-8518,368,664,-134,-1476,-973,-98,121,1
80,-7574,-724,1340,-126,-1407,-866,-96,123,4
90,-7202,-1236,1298,-106,-1355,-792,-97,123,5
100,-7298,-820,1802,-65,-1248,-765,-97,121,4
110,-8192,-480,850,-81,-1213,-757,-97,122,3
120,-8288,-704,2426,-107,-1200,-770,-96,124,6
130,-7334,-1532,2482,-118,-1067,-696,-95,120,4
140,-7016,-2136,3064,-77,-883,-541,-97,121,3
150,-7026,-2276,3682,-27,-624,-385,-98,123,2
160,-7360,-2292,3574,-3,-357,-201,-95,122,4
170,-7208,-2288,3464,36,-101,-24,-95,121,4
180,-6860,-1798,2656,85,54,37,-93,120,7
190,-7264,-1344,2118,93,117,77,-92,122,5
200,-7802,-892,1800,96,127,81,-94,120,6
210,-7870,-654,1210,77,55,31,-93,121,7
220,-7598,-810,1936,43,22,16,-95,123,6
230,-7244,-1210,2378,37,83,58,-97,121,5
240,-7402,-1006,1726,43,124,80,-95,120,6
250,-8150,-654,1164,44,113,71,-93,123,5
260,-8594,-354,726,25,31,35,-95,122,5
270,-8252,-454,882,0,-54,-21,-95,125,6
280,-7842,-1026,1620,-2,-56,-29,-95,121,8
290,-7676,-1358,1788,27,7,39,-93,123,6
300,-7842,-808,1252,60,51,56,-96,122,6
310,-8368,-518,782,59,11,26,-94,123,2
320,-8562,-410,744,48,-49,-10,-95,123,8
330,-8208,-606,994,48,-104,-49,-94,124,6
340,-7866,-910,1494,46,-99,-37,-95,121,6
350,-7772,-880,1554,62,-66,-7,-93,118,5
360,-7932,-602,1368,66,-53,-16,-96,120,7
370,-8090,-676,1518,42,-71,-29,-96,122,6
380,-7778,-1258,3026,29,26,17,-94,122,5
390,-7308,-1990,3334,42,253,168,-92,123,5
400,-6946,-2196,3682,70,523,356,-95,121,4
410,-7068,-2190,3642,110,778,517,-96,121,5
420,-6960,-2116,3352,144,996,639,-96,122,5
430,-7102,-1626,2166,203,1143,739,-94,121,4
440,-7444,-1358,2200,210,1225,789,-96,121,3
450,-7294,-1026,2232,221,1274,787,-95,122,5
460,-7416,-918,1848,190,1337,823,-96,123,4
470,-6606,-1308,1756,206,1443,938,-99,122,3
480,-7336,-286,1376,222,1534,956,-98,123,5
490,-8076,-248,246,235,1542,942,-99,124,0
500,-8576,600,-678,201,1456,921,-99,123,2
510,-8406,710,-234,150,1319,813,-102,124,3
520,-8238,458,-274,147,1284,754,-101,122,1
530,-7876,-552,224,157,1320,832,-101,125,0
540,-8080,-104,-372,177,1278,869,-102,126,0
