Time (ms) ,x-axis acceleration,y-axis acceleration,z-axis acceleration,x-axis gyroscope,y-axis gyroscope,z-axis gyroscope,x-axis magnetometer,y-axis magnetometer,z-axis magnetometer
0,-520,4332,-8362,1,-302,-178,-79,175,-95
10,-490,4382,-8124,4,-299,-164,-72,175,-99
20,-386,4398,-8012,15,-262,-150,-76,177,-98
30,-524,4580,-8388,10,-250,-166,-74,176,-96
40,-536,4638,-8654,17,-260,-157,-75,176,-99
50,-512,4794,-8824,17,-276,-171,-74,178,-100
60,-540,4646,-8592,-2,-297,-187,-74,174,-99
70,-546,4258,-8138,4,-282,-178,-76,176,-97
80,-536,4068,-7882,13,-255,-162,-75,174,-97
90,-572,4184,-8122,14,-224,-127,-75,176,-97
100,-600,4320,-8166,24,-188,-104,-76,178,-97
110,-688,4388,-8338,30,-167,-81,-76,178,-96
120,-858,4538,-8682,27,-188,-95,-74,177,-97
130,-802,4556,-8650,21,-208,-100,-77,176,-96
140,-820,4630,-8572,11,-220,-133,-76,177,-98
150,-780,4572,-8518,-2,-258,-152,-77,175,-98
160,-918,4542,-8504,13,-278,-153,-76,176,-96
170,-888,4672,-8464,22,-293,-150,-74,176,-96
180,-864,4676,-8280,0,-273,-175,-77,175,-95
190,-956,4528,-8598,3,-281,-186,-76,175,-97
200,-1074,4508,-8606,16,-306,-178,-77,176,-96
210,-966,4460,-8558,10,-324,-197,-78,174,-96
220,-958,4574,-8476,1,-339,-223,-77,177,-95
230,-1080,4582,-8662,-9,-352,-234,-77,173,-94
240,-1126,4304,-8548,-5,-368,-215,-77,176,-95
250,-978,4172,-7856,-8,-363,-215,-77,175,-96
260,-1002,4070,-7986,11,-292,-181,-78,176,-95
270,-980,4180,-8090,8,-272,-160,-78,175,-95
280,-1030,4242,-8098,10,-233,-135,-79,176,-95
290,-1190,4346,-8260,13,-220,-123,-79,176,-94
300,-1226,4360,-8314,20,-222,-117,-78,175,-93
310,-1288,4448,-8454,18,-240,-131,-78,176,-97
320,-1232,4504,-8362,21,-229,-123,-80,175,-95
330,-1248,4612,-8470,19,-240,-132,-79,176,-94
340,-1276,4502,-8204,14,-244,-128,-80,175,-93
350,-1264,4448,-8022,16,-246,-138,-79,174,-94
360,-1284,4246,-7736,15,-197,-125,-80,174,-94
370,-1446,4198,-8098,34,-166,-92,-78,175,-95
380,-1396,4344,-8282,36,-163,-79,-79,174,-95
390,-1462,4560,-8534,37,-162,-96,-81,175,-94
400,-1510,4900,-8914,29,-217,-124,-79,172,-94
410,-1558,5224,-9108,12,-283,-170,-80,176,-94
420,-1518,4928,-8814,-12,-324,-205,-82,173,-95
430,-1474,4422,-8366,-6,-351,-211,-81,174,-95
440,-1412,3884,-7598,10,-310,-186,-79,174,-93
450,-1324,3882,-7638,17,-248,-148,-80,175,-92
460,-1466,4332,-8180,25,-211,-130,-82,174,-91
470,-1736,4844,-9002,26,-239,-162,-82,173,-92
480,-1996,5154,-9686,6,-312,-181,-81,176,-89
490,-1692,5082,-9520,-12,-425,-242,-81,174,-91
500,-1762,4770,-8628,-29,-467,-272,-80,176,-91
510,-1714,4226,-8040,-12,-463,-270,-79,174,-92
520,-1352,3710,-7160,-4,-392,-234,-84,173,-90
530,-1318,3696,-6974,-8,-309,-186,-85,174,-90
540,-1526,3954,-7066,11,-208,-110,-82,174,-90
550,-1704,4326,-7772,24,-139,-81,-84,172,-92
560,-1954,4482,-8228,21,-107,-57,-82,176,-92
570,-2082,4446,-8420,40,-114,-52,-84,171,-91
580,-1982,4458,-8156,30,-124,-51,-81,172,-90
590,-1908,4300,-7822,30,-108,-43,-81,174,-89
600,-1940,4196,-7744,42,-87,-27,-84,175,-90
610,-1890,4188,-7642,46,-46,1,-83,175,-90
620,-1914,4400,-7840,46,-16,10,-85,174,-89
630,-1882,4584,-8034,42,-2,17,-84,175,-91
640,-1924,4754,-8214,55,0,-2,-84,174,-91
650,-1884,4694,-8252,43,-7,-17,-84,172,-91
660,-1880,4568,-8142,36,-14,-22,-83,173,-91
670,-1806,4466,-8110,45,-9,-26,-82,176,-91
680,-1752,4376,-8088,36,2,-22,-86,175,-91
690,-1792,4280,-8220,40,11,-8,-82,174,-92
700,-1814,4292,-8350,46,4,1,-85,174,-91
710,-1796,4442,-8526,42,-8,8,-83,175,-92
720,-1776,4468,-8590,46,-25,10,-88,175,-93
730,-1758,4478,-8400,44,-48,6,-84,172,-92
740,-1724,4476,-8296,36,-51,4,-84,175,-91
750,-1696,4518,-8252,40,-46,11,-84,177,-89
760,-1698,4504,-8062,43,-36,7,-83,175,-90
770,-1718,4536,-8018,39,-21,8,-83,173,-92
780,-1742,4462,-7922,39,22,19,-82,174,-92
790,-1728,4356,-7908,44,62,44,-81,174,-93
800,-1826,4196,-7786,51,115,72,-81,173,-91
810,-1940,4042,-7836,67,143,117,-83,173,-92
820,-1796,4178,-7688,70,199,124,-82,175,-92
830,-1782,4248,-7850,69,227,147,-82,174,-91
840,-1892,4336,-8010,75,219,166,-83,173,-91
850,-1886,4316,-7952,82,232,182,-84,175,-89
860,-1818,4484,-8102,78,222,172,-82,173,-90
870,-1708,4568,-8034,74,228,169,-82,174,-92
880,-1656,4534,-7890,93,266,191,-82,173,-93
890,-1468,4268,-7742,100,290,207,-83,174,-91
900,-1600,4448,-8118,84,329,179,-82,175,-93
910,-1464,4730,-8336,81,319,163,-78,172,-93
920,-1432,4792,-8640,77,278,146,-79,171,-92
930,-1476,4662,-8838,71,219,124,-80,174,-92
940,-1544,4566,-8918,69,194,106,-81,173,-95
950,-1488,4576,-8978,59,124,66,-78,175,-93
960,-1324,4578,-8780,47,74,58,-80,175,-94
970,-1236,4560,-8624,56,45,51,-82,174,-92
980,-1234,4264,-8230,54,58,70,-80,176,-92
990,-1204,4152,-8020,56,92,84,-79,176,-94
1000,-1034,4102,-7730,63,151,117,-80,175,-95
1010,-1066,4322,-7858,67,212,157,-78,174,-95
1020,-1090,4336,-7890,73,275,189,-81,175,-94
1030,-1256,4354,-8190,68,294,204,-81,177,-94
1040,-1232,4204,-8026,75,329,208,-79,176,-95
1050,-1212,4128,-7868,73,335,206,-79,175,-96
1060,-992,4136,-7542,70,378,243,-79,176,-95
1070,-1090,4436,-8112,76,381,261,-77,175,-96
1080,-1462,4654,-8552,79,367,253,-78,176,-96
1090,-1538,5010,-9256,81,276,215,-77,176,-96
1100,-1372,5292,-9226,73,187,162,-77,175,-96
1110,-1164,5232,-8918,63,126,108,-77,178,-96
1120,-1154,4862,-8534,68,94,82,-77,175,-95
1130,-918,4382,-7860,60,118,64,-77,176,-99
1140,-670,4108,-7350,63,188,84,-78,177,-96
1150,-600,3864,-7264,81,274,139,-76,177,-98
1160,-730,4080,-7940,101,341,197,-77,176,-96
1170,-852,4536,-8836,107,335,191,-76,178,-95
1180,-1008,4868,-9714,82,273,157,-77,175,-98
