Time (ms) ,x-axis acceleration,y-axis acceleration,z-axis acceleration,x-axis gyroscope,y-axis gyroscope,z-axis gyroscope,x-axis magnetometer,y-axis magnetometer,z-axis magnetometer
0,-8214,1998,-2558,143,977,574,-103,157,-55
20,-7850,1640,-3114,144,1049,664,-110,137,-22
30,-7840,2284,-3758,137,1007,638,-109,137,-21
40,-8118,2568,-3986,148,1000,616,-111,139,-26
50,-8070,2238,-3722,151,985,627,-108,140,-24
60,-7384,2074,-3458,152,987,622,-110,139,-24
70,-7476,2046,-3508,158,982,643,-111,138,-27
80,-8082,2302,-3762,166,1010,666,-109,141,-28
90,-7260,2802,-4684,160,905,600,-107,138,-29
100,-8088,2812,-4692,177,822,588,-111,143,-32
110,-7970,2586,-3966,157,807,561,-110,143,-29
120,-7454,2204,-3760,171,803,579,-110,142,-31
130,-7594,2572,-3696,153,806,563,-110,141,-31
140,-8026,2358,-2716,147,908,539,-111,143,-31
150,-7194,2358,-3888,119,951,613,-109,144,-33
160,-6814,2388,-3578,166,954,636,-110,144,-35
170,-7304,2414,-3396,146,1015,668,-108,144,-33
180,-7334,2478,-3882,168,1039,634,-111,143,-35
190,-7628,2706,-4226,171,1039,658,-110,143,-35
200,-6752,2684,-4748,161,956,622,-108,146,-38
210,-6786,3280,-4896,159,805,503,-110,146,-37
220,-7554,3082,-3858,169,937,650,-109,146,-36
230,-7120,2552,-3896,149,1012,620,-107,147,-39
240,-6948,2588,-4956,184,1107,731,-109,146,-40
250,-7246,2882,-5256,154,1007,624,-110,148,-42
260,-7250,3322,-5530,137,1006,596,-106,150,-43
270,-6738,3730,-6536,166,969,632,-109,150,-43
280,-7230,2888,-5190,136,868,548,-109,150,-44
290,-6702,3292,-5764,110,871,595,-108,150,-45
300,-6562,3430,-5422,156,878,545,-107,150,-47
310,-6548,2906,-5138,151,961,663,-107,151,-46
320,-6456,3338,-6050,180,933,600,-107,152,-45
330,-6634,3498,-5726,147,911,608,-107,151,-46
340,-6370,3518,-5960,160,868,594,-107,152,-48
350,-6486,3134,-5272,146,871,627,-108,152,-48
360,-6042,3058,-5156,160,899,595,-105,153,-48
370,-5970,3254,-5056,134,914,573,-106,153,-50
380,-5966,3498,-5556,150,954,613,-108,154,-50
390,-6326,3624,-5716,150,920,585,-105,153,-52
400,-6318,3548,-5842,159,932,623,-107,156,-52
410,-6070,3420,-5686,156,911,604,-106,155,-56
420,-6018,3500,-5664,158,919,589,-104,153,-57
430,-5916,3808,-6102,152,918,592,-104,155,-53
440,-6074,3506,-5412,160,949,608,-106,156,-57
450,-5650,3556,-5182,139,1025,596,-104,157,-56
460,-5580,3892,-5968,127,1037,607,-104,157,-58
470,-5668,3904,-6536,168,1033,661,-105,155,-57
480,-5858,4042,-7388,179,952,644,-103,157,-58
490,-5574,3846,-6868,176,931,612,-102,159,-58
500,-5316,4134,-6800,138,920,539,-103,158,-61
510,-5288,3730,-6298,136,910,554,-101,157,-63
520,-4936,3544,-6198,135,965,576,-102,161,-63
530,-4732,3372,-6576,152,1012,643,-102,160,-64
540,-4758,3696,-7146,155,979,659,-101,161,-64
550,-4892,4274,-7542,160,947,621,-99,160,-65
560,-4758,4432,-7678,150,902,595,-99,159,-66
570,-4880,4528,-7446,134,827,540,-101,162,-67
580,-4562,4172,-6978,157,841,593,-100,162,-66
590,-4656,3798,-6600,150,852,556,-98,164,-68
600,-4288,3598,-6052,130,900,561,-99,163,-69
610,-4290,4300,-7088,146,884,563,-98,165,-69
620,-4524,4252,-6994,138,882,576,-99,162,-71
630,-4270,4408,-7136,124,863,541,-98,164,-74
640,-4454,4352,-7074,132,869,570,-97,161,-72
650,-3956,3828,-6452,147,936,606,-98,165,-73
660,-4204,3910,-6948,147,928,590,-96,163,-73
670,-4138,3916,-6796,176,981,618,-95,165,-76
680,-3864,4334,-7610,166,955,632,-94,165,-76
690,-3876,4568,-7466,157,942,611,-94,167,-78
700,-3832,4382,-7020,149,943,587,-95,167,-77
710,-3426,4388,-7274,137,928,553,-95,167,-81
720,-2798,4072,-7062,152,945,587,-91,168,-77
730,-3118,4220,-7658,179,974,620,-92,169,-77
740,-3224,3898,-7356,166,1004,637,-91,168,-76
750,-3310,4368,-8386,140,975,582,-92,167,-81
760,-3342,4884,-8438,132,959,590,-93,171,-80
770,-2832,4712,-8330,148,922,599,-92,168,-81
780,-2720,3998,-7550,168,938,639,-90,169,-81
790,-2680,3844,-7456,161,956,629,-86,169,-84
800,-2436,4318,-8222,148,918,604,-88,169,-84
810,-2536,4896,-8314,158,916,610,-88,170,-82
820,-2664,4952,-8452,154,876,578,-89,169,-84
830,-2584,4636,-8296,135,832,544,-87,171,-85
840,-2336,4284,-7624,122,866,577,-87,172,-87
850,-2228,4384,-7748,136,882,572,-87,170,-85
860,-2088,4410,-7442,144,908,600,-84,171,-87
870,-2434,4570,-8204,165,934,609,-84,172,-88
880,-2540,4344,-7998,148,946,602,-85,172,-89
890,-2294,4290,-8490,151,908,579,-83,171,-89
900,-2080,4432,-8302,154,895,589,-83,173,-89
910,-1872,4598,-8324,152,866,548,-84,173,-91
920,-1716,4560,-7772,138,915,575,-83,174,-91
930,-1698,4808,-8298,139,895,585,-81,173,-93
940,-1416,4632,-8460,148,886,588,-81,175,-91
950,-1524,4618,-8366,164,904,595,-79,171,-92
960,-1358,4352,-8112,162,944,604,-79,175,-94
970,-1028,4376,-8268,150,936,577,-77,174,-94
980,-608,4658,-8024,125,943,538,-77,174,-95
990,-428,4580,-8002,117,958,554,-77,175,-95
1000,-674,4376,-8134,138,969,612,-76,174,-96
1010,-896,4228,-8774,167,932,634,-76,175,-97
1020,-426,4128,-8318,167,966,655,-77,177,-100
1030,-756,4568,-8794,155,972,637,-77,173,-99
1040,-688,4390,-8732,148,961,626,-75,177,-97
1050,76,4240,-8358,142,937,618,-73,175,-99
1060,-264,4494,-8402,133,923,608,-72,175,-100
1070,-198,4354,-8446,150,917,620,-73,178,-99
1080,-124,4708,-8576,156,898,600,-71,176,-102
1090,20,4902,-8934,153,896,586,-71,178,-100
1100,70,4416,-8284,165,894,572,-69,177,-101
1110,142,4484,-8392,143,902,556,-70,178,-101
1120,322,4242,-8140,126,908,542,-67,178,-105
1130,428,4432,-8378,108,894,518,-68,180,-102
1140,520,4644,-8200,115,896,555,-68,178,-103
1150,548,4556,-8546,144,873,597,-66,179,-102
1160,722,4094,-8030,180,931,641,-65,178,-105
1170,1018,3828,-8014,169,975,635,-65,179,-105
1180,1044,4174,-8226,152,969,618,-66,179,-105
1190,1116,4246,-8454,150,944,625,-64,179,-105
1200,1150,4382,-8710,143,934,594,-61,177,-106
1210,1000,4460,-8540,133,927,591,-60,180,-106
1220,1262,4742,-8722,125,890,555,-59,177,-107
1230,1164,4792,-9016,149,858,591,-61,178,-106
1240,1188,4288,-8918,176,845,579,-59,181,-107
1250,1462,4416,-9196,148,771,503,-56,180,-106
1260,1628,4838,-9672,122,660,399,-57,178,-107
1270,1630,5552,-10394,95,446,285,-57,180,-105
1280,1678,5768,-10900,74,231,159,-54,179,-108
1290,1640,5612,-10616,40,-12,3,-56,178,-107
1300,1658,4892,-9458,17,-161,-90,-55,181,-107
1310,1732,3986,-8162,23,-190,-101,-57,181,-108
1320,1806,3352,-7138,27,-126,-60,-55,181,-108
1330,1800,3262,-6940,43,-13,-6,-57,178,-106
1340,1754,3636,-7550,51,61,36,-56,180,-109
1350,1698,4296,-8522,58,70,39,-56,180,-109
1360,1590,4728,-9480,40,24,15,-56,179,-110
1370,1560,4808,-9618,35,-82,-28,-57,180,-109
1380,1536,4584,-9076,18,-151,-62,-56,182,-108
1390,1572,4030,-8162,14,-154,-71,-56,178,-109
1400,1500,3620,-7466,24,-108,-41,-58,178,-109
1410,1558,3516,-7168,32,-30,12,-57,178,-109
1420,1474,3836,-7534,45,42,44,-56,181,-106
1430,1430,4462,-8466,52,52,45,-59,182,-110
1440,1416,4978,-9384,41,-24,-12,-54,179,-106
1450,1476,5102,-9658,29,-137,-78,-55,178,-108
1460,1378,4960,-9686,12,-274,-173,-56,179,-106
1470,1322,5076,-9628,1,-427,-267,-55,180,-107
1480,1618,5232,-9830,-12,-596,-384,-56,179,-107
1490,1326,5394,-10232,-35,-772,-495,-58,179,-107
1500,1562,5586,-10636,-59,-948,-611,-58,180,-106
1510,1240,5542,-10428,-91,-1105,-693,-59,179,-107
1520,1400,5150,-10206,-98,-1246,-770,-62,178,-105
1530,1510,4292,-8802,-107,-1311,-828,-62,182,-106
1540,1654,3746,-8242,-132,-1320,-849,-62,179,-106
1550,1568,3620,-7512,-126,-1286,-819,-63,181,-105
1560,874,3716,-7872,-123,-1257,-778,-66,179,-103
1570,1024,4062,-8196,-132,-1220,-754,-67,179,-104
1580,634,4474,-8698,-102,-1181,-721,-67,177,-104
1590,358,4434,-8658,-96,-1193,-724,-69,180,-103
1600,436,3918,-8296,-78,-1152,-702,-68,176,-102
1610,26,3654,-8204,-89,-1126,-713,-68,177,-102
1620,236,3666,-7842,-103,-1096,-709,-71,180,-101
1630,-352,4272,-8082,-102,-1111,-709,-68,176,-99
1640,-582,4660,-8318,-106,-1130,-688,-70,177,-100
1650,-512,4488,-7874,-88,-1089,-624,-72,175,-100
1660,-538,4090,-7488,-72,-1040,-598,-74,176,-99
1670,-790,4328,-7524,-77,-1005,-595,-76,176,-99
1680,-804,4764,-8278,-82,-975,-625,-75,176,-97
1690,-494,4638,-8130,-62,-998,-640,-76,175,-97
1700,-1216,4882,-8522,-78,-1019,-667,-73,175,-95
1710,-520,4248,-7776,-59,-1003,-643,-76,176,-95
1720,-980,4350,-7720,-63,-972,-627,-77,175,-97
1730,-774,4178,-7692,-57,-930,-617,-79,175,-96
1740,-1112,4518,-8878,-71,-937,-656,-81,172,-97
