Time (ms) ,x-axis acceleration,y-axis acceleration,z-axis acceleration,x-axis gyroscope,y-axis gyroscope,z-axis gyroscope,x-axis magnetometer,y-axis magnetometer,z-axis magnetometer
0,-7008,3462,-5928,-47,-754,-477,-97,163,-70
10,-6942,3412,-5994,-45,-762,-463,-108,152,-48
20,-6818,3272,-5428,-52,-797,-502,-109,151,-46
30,-6356,2906,-4924,-46,-776,-475,-109,150,-47
40,-6636,3158,-5344,-38,-762,-455,-109,150,-44
50,-6766,3396,-5534,-38,-751,-466,-107,151,-46
60,-7088,3612,-5956,-49,-837,-502,-109,150,-44
70,-6960,3458,-5366,-54,-876,-515,-107,148,-43
80,-6652,2974,-4450,-62,-861,-542,-110,150,-41
90,-6512,2420,-4014,-67,-794,-491,-107,149,-42
100,-6762,2546,-4400,-42,-720,-431,-107,149,-44
110,-7196,2794,-4726,-38,-709,-430,-109,149,-40
120,-7294,3102,-5058,-38,-707,-427,-109,148,-40
130,-7290,2946,-4648,-34,-710,-451,-110,147,-39
140,-7108,2536,-3762,-36,-644,-396,-111,148,-40
150,-6676,2010,-3324,-11,-526,-314,-108,149,-40
160,-6744,1986,-2850,12,-351,-195,-110,146,-41
170,-6954,2186,-3550,31,-203,-124,-111,146,-37
180,-7320,2636,-3918,29,-137,-91,-110,149,-42
190,-7380,2816,-4458,34,-105,-64,-107,147,-37
200,-7282,2580,-3916,34,-97,-58,-108,148,-37
210,-7032,2308,-3790,39,-33,-26,-109,148,-37
220,-6960,2416,-3928,50,3,3,-108,147,-39
230,-7270,2560,-4286,66,47,29,-107,146,-38
240,-7412,2974,-4654,60,32,19,-109,145,-38
250,-7544,3044,-4730,44,11,-1,-109,147,-40
260,-7428,2992,-4772,38,-15,-8,-109,148,-39
270,-7270,2868,-4508,24,-33,-6,-109,145,-38
280,-7060,2768,-4436,27,-2,-4,-110,149,-38
290,-7110,2714,-4478,25,4,-4,-109,145,-38
300,-7228,2702,-4736,30,21,21,-109,148,-39
310,-7318,2834,-4580,35,32,18,-108,147,-39
320,-7394,2644,-4840,32,44,42,-108,145,-39
330,-7364,2866,-4910,52,35,39,-108,147,-40
340,-7318,3004,-4488,39,26,22,-107,145,-41
350,-6718,2204,-3478,54,230,190,-111,147,-40
360,-6418,1728,-3032,102,343,254,-110,147,-40
370,-6526,1542,-2374,113,563,390,-108,149,-37
380,-6662,2078,-3736,139,750,495,-110,149,-40
