Time (ms) ,x-axis acceleration,y-axis acceleration,z-axis acceleration,x-axis gyroscope,y-axis gyroscope,z-axis gyroscope,x-axis magnetometer,y-axis magnetometer,z-axis magnetometer
0,-74,4246,-8192,-44,-751,-526,-58,177,-108
10,-300,3916,-8116,-40,-741,-491,-70,179,-103
20,-44,3682,-7676,-17,-672,-456,-72,178,-100
30,-362,4058,-8412,-34,-625,-433,-70,175,-99
40,-360,4458,-9338,-18,-706,-438,-74,176,-97
50,-374,4908,-9844,-46,-770,-461,-75,177,-101
60,-670,4708,-8882,-77,-811,-498,-75,177,-95
70,-218,3966,-7828,-38,-787,-449,-75,175,-98
80,-518,3984,-7456,-51,-718,-412,-75,176,-97
90,-694,4450,-7738,-49,-651,-368,-76,175,-98
100,-1042,4958,-9046,-2,-681,-363,-77,175,-98
110,-1228,5358,-9734,-23,-754,-442,-76,175,-97
120,-1014,5436,-9150,-97,-834,-549,-77,178,-97
130,-1414,4740,-8650,-88,-863,-580,-78,174,-96
140,-1192,4002,-7352,-77,-854,-551,-78,176,-92
150,-730,3392,-6598,-48,-745,-462,-78,177,-94
160,-1244,3448,-6648,-22,-667,-428,-81,174,-96
170,-1454,4356,-8136,-30,-622,-404,-83,176,-91
180,-2084,5030,-9574,-5,-670,-394,-80,177,-92
190,-2374,5572,-10298,-22,-816,-450,-81,174,-94
200,-2190,5440,-9832,-57,-922,-547,-81,174,-92
210,-1890,4734,-8110,-88,-958,-589,-82,174,-92
220,-1126,3836,-6766,-74,-871,-549,-85,172,-92
230,-1192,3568,-6052,-37,-746,-468,-83,173,-91
240,-1638,3602,-6628,-22,-606,-379,-86,174,-89
250,-1566,4440,-7670,-13,-516,-376,-82,171,-92
260,-1988,4834,-8854,-20,-551,-402,-82,173,-90
270,-2560,5056,-9664,-40,-676,-425,-85,173,-89
280,-2134,4750,-9160,-45,-747,-448,-85,171,-88
290,-2288,4272,-7846,-43,-770,-473,-85,172,-88
300,-1906,3724,-7552,-30,-708,-422,-87,172,-88
310,-2332,3968,-7902,-23,-711,-407,-89,170,-86
320,-2300,4452,-8220,-23,-676,-384,-89,170,-86
330,-2660,5116,-8618,-29,-736,-428,-90,169,-84
340,-2846,5150,-9036,-43,-807,-465,-87,172,-86
350,-2826,5068,-8702,-64,-874,-529,-92,171,-84
360,-2550,4498,-7634,-81,-891,-546,-90,170,-82
370,-2558,4042,-6876,-61,-865,-566,-88,171,-83
380,-2778,3870,-6962,-61,-773,-514,-90,171,-86
390,-2794,4208,-7606,-53,-744,-514,-91,167,-84
400,-3160,4382,-8402,-50,-770,-492,-90,171,-80
410,-3524,4362,-8280,-36,-781,-490,-93,170,-82
420,-3658,3976,-7588,-31,-748,-441,-91,170,-81
430,-2886,3930,-7048,-43,-701,-442,-93,168,-80
440,-3052,3972,-6944,-40,-663,-421,-91,168,-79
450,-2980,4162,-7540,-17,-638,-369,-92,169,-80
460,-3592,4964,-8460,-24,-687,-375,-94,170,-82
470,-3948,5128,-8770,-10,-761,-437,-93,168,-78
480,-3946,5174,-8528,-56,-842,-526,-95,165,-80
490,-3586,4428,-7500,-69,-889,-557,-94,168,-78
500,-3162,3964,-6418,-61,-868,-558,-92,166,-78
510,-3194,3538,-5932,-55,-764,-517,-96,167,-79
520,-3578,3690,-6822,-38,-649,-434,-95,166,-77
530,-3994,4046,-7558,-29,-622,-403,-97,166,-75
540,-4264,4530,-8058,-45,-651,-403,-95,166,-75
550,-4428,4910,-8566,-33,-739,-446,-95,165,-76
560,-4518,4468,-8056,-22,-817,-471,-97,167,-76
570,-4042,3830,-7234,-29,-847,-471,-96,166,-73
580,-4030,3830,-6386,-38,-829,-474,-97,166,-73
590,-4194,3916,-6320,-26,-746,-440,-98,164,-72
600,-4024,4176,-6568,-36,-687,-417,-99,164,-71
610,-4124,4130,-6796,-41,-653,-411,-99,164,-72
620,-4708,4462,-7284,-60,-692,-466,-96,163,-69
630,-4704,4348,-7172,-45,-694,-452,-101,164,-70
640,-5148,4274,-7398,-43,-740,-446,-99,166,-69
650,-4930,4044,-6928,-39,-735,-474,-99,163,-69
660,-4994,4130,-7288,-55,-760,-496,-98,162,-70
670,-4928,4146,-7182,-36,-784,-467,-98,161,-67
680,-4734,3902,-6824,-42,-793,-475,-100,163,-67
690,-4754,3890,-6450,-38,-779,-478,-102,162,-67
700,-4610,3762,-6312,-33,-737,-448,-102,161,-65
710,-5016,3770,-6512,-26,-698,-411,-103,161,-65
720,-5148,3982,-6828,-22,-697,-418,-102,160,-65
730,-5160,4242,-7100,-44,-704,-458,-102,159,-64
740,-5464,4290,-7482,-65,-762,-486,-101,159,-63
750,-5460,3954,-6850,-56,-802,-483,-103,161,-61
760,-5400,3810,-6302,-63,-785,-481,-100,158,-63
770,-5056,3438,-5994,-45,-735,-463,-105,159,-61
780,-5248,3600,-6244,-26,-687,-401,-105,159,-61
790,-5946,3876,-6864,-16,-711,-415,-104,160,-61
800,-6102,4438,-7248,-38,-787,-464,-103,158,-60
810,-5980,4418,-7038,-38,-846,-496,-103,158,-59
820,-5974,3862,-6114,-52,-890,-554,-103,155,-60
830,-5656,3632,-6084,-73,-892,-528,-107,157,-56
840,-5400,3414,-5688,-48,-821,-503,-105,157,-57
850,-5454,3476,-5438,-54,-742,-483,-104,158,-56
860,-5796,3576,-5844,-55,-701,-469,-104,157,-56
870,-6284,3606,-6010,-47,-681,-432,-111,158,-58
880,-6136,3684,-6322,-53,-702,-444,-104,156,-54
890,-6446,3724,-6256,-34,-747,-434,-104,157,-54
900,-6340,3560,-5924,-32,-752,-450,-105,154,-53
910,-6212,3344,-5616,-26,-748,-463,-107,155,-53
920,-6338,3496,-5796,-30,-722,-420,-105,154,-52
930,-6398,3598,-5830,-25,-705,-415,-105,153,-51
940,-6512,3648,-5628,-27,-673,-418,-106,153,-52
950,-6478,3698,-6234,-36,-719,-445,-106,152,-49
960,-6354,3360,-5588,-31,-697,-417,-108,155,-50
970,-6230,3386,-5388,-48,-702,-456,-108,151,-50
980,-6308,3258,-5370,-48,-687,-443,-108,154,-48
990,-6192,3268,-5640,-39,-716,-451,-107,153,-47
1000,-7050,3514,-5668,-53,-766,-473,-109,153,-49
1010,-6632,3322,-5730,-54,-790,-478,-109,152,-47
1020,-6608,3104,-5214,-39,-816,-475,-110,151,-45
1030,-6520,3044,-4882,-38,-773,-461,-107,152,-45
1040,-6770,3070,-5406,-35,-756,-457,-108,152,-45
1050,-6996,3524,-5726,-29,-795,-460,-107,148,-44
1060,-7298,3758,-5724,-54,-853,-526,-109,148,-43
