Time (ms) ,x-axis acceleration,y-axis acceleration,z-axis acceleration,x-axis gyroscope,y-axis gyroscope,z-axis gyroscope,x-axis magnetometer,y-axis magnetometer,z-axis magnetometer
0,-5342,4256,-7382,-47,-893,-538,-68,180,-103
10,-5224,4654,-8094,-39,-981,-565,-99,162,-69
20,-5390,4556,-7370,-39,-1062,-607,-101,161,-66
30,-4972,4150,-6668,-84,-1071,-650,-101,163,-66
40,-4588,4000,-5904,-92,-1013,-664,-101,160,-67
50,-4618,4148,-6152,-80,-960,-650,-102,161,-62
60,-5078,4140,-6864,-84,-956,-622,-102,158,-64
70,-5634,4130,-6916,-88,-936,-627,-104,160,-62
80,-5424,3798,-7030,-111,-933,-605,-103,158,-62
90,-5310,3730,-6448,-74,-936,-588,-105,157,-60
100,-5286,3470,-6462,-54,-925,-585,-104,159,-58
110,-5564,3450,-6830,-40,-953,-580,-104,159,-61
120,-5818,3824,-7378,-35,-1040,-617,-105,156,-61
130,-5988,4292,-7050,-58,-1101,-641,-106,157,-57
140,-5816,4430,-6304,-70,-1156,-677,-104,157,-56
150,-5610,3824,-5598,-81,-1101,-667,-104,158,-55
160,-5382,2956,-4884,-83,-1005,-614,-105,155,-54
170,-5506,3002,-5414,-74,-955,-599,-105,156,-53
180,-6138,3568,-5672,-54,-903,-566,-106,155,-56
190,-6668,3770,-6238,-59,-903,-581,-106,156,-55
200,-6386,3276,-6012,-98,-979,-594,-107,152,-51
210,-6332,3378,-6010,-68,-1012,-603,-107,155,-51
220,-6306,3060,-4798,-68,-958,-599,-107,154,-50
230,-6086,2794,-4848,-45,-893,-554,-106,152,-48
240,-6016,3086,-5156,-33,-885,-516,-106,151,-49
250,-7032,3898,-5928,-32,-928,-541,-107,153,-47
260,-7502,4006,-5828,-53,-971,-605,-107,153,-48
270,-6676,4058,-6382,-76,-1068,-650,-107,151,-46
280,-6596,3414,-5522,-106,-1119,-685,-107,151,-45
290,-6366,3120,-4542,-107,-1027,-671,-107,152,-46
300,-6638,3226,-4960,-94,-1009,-674,-110,148,-43
310,-6876,3006,-5192,-109,-1025,-677,-109,149,-43
320,-6430,2630,-4730,-101,-1003,-653,-111,150,-41
330,-6594,2710,-5098,-80,-981,-592,-110,147,-41
340,-7072,2534,-4618,-55,-919,-563,-110,149,-43
350,-7018,3064,-5196,-59,-904,-562,-111,148,-41
360,-7180,2780,-5020,-29,-935,-555,-110,148,-40
370,-7524,2922,-5006,-19,-947,-531,-109,146,-39
380,-7562,3346,-5554,-37,-1037,-581,-110,145,-39
390,-7860,3684,-5136,-45,-1106,-637,-110,145,-38
400,-7298,3498,-4776,-82,-1156,-679,-110,147,-36
410,-7354,3180,-4140,-101,-1182,-758,-112,145,-35
420,-7178,2366,-3334,-121,-1094,-717,-108,145,-33
430,-7146,2032,-3596,-117,-1051,-669,-111,143,-33
440,-7486,1970,-3300,-88,-976,-607,-108,144,-30
450,-7876,2358,-3938,-80,-935,-586,-110,145,-32
460,-7792,2176,-3480,-61,-938,-595,-110,141,-31
470,-7348,2338,-4092,-48,-979,-593,-111,142,-28
480,-7810,2148,-3028,-40,-1039,-628,-109,142,-29
490,-7700,2606,-3588,-46,-1034,-659,-110,142,-29
500,-7764,2068,-3094,-29,-998,-574,-108,141,-28
510,-7828,2294,-3274,-37,-972,-540,-113,140,-27
520,-7490,2552,-3100,-72,-954,-612,-108,140,-27
530,-8188,2968,-3588,-100,-939,-642,-109,142,-27
540,-8244,2728,-4272,-120,-1009,-673,-111,139,-24
550,-7974,2048,-3174,-123,-1076,-697,-111,138,-21
