Time (ms) ,x-axis acceleration,y-axis acceleration,z-axis acceleration,x-axis gyroscope,y-axis gyroscope,z-axis gyroscope,x-axis magnetometer,y-axis magnetometer,z-axis magnetometer
0,-6070,2724,-5114,-46,-933,-531,-80,175,-91
10,-6286,3040,-5076,-38,-900,-534,-107,153,-49
20,-6544,3584,-5696,-39,-902,-571,-108,153,-50
30,-6974,3852,-6184,-57,-955,-605,-108,153,-50
40,-7352,4044,-6448,-67,-1028,-625,-106,151,-47
50,-6480,3588,-5652,-94,-1092,-686,-109,152,-48
60,-6374,2894,-4772,-87,-1087,-655,-109,151,-45
70,-6410,3022,-4828,-80,-1020,-637,-110,149,-43
80,-6206,3106,-4856,-103,-1019,-657,-108,149,-42
90,-7050,3138,-5030,-103,-1002,-672,-110,149,-41
100,-7208,2292,-5056,-88,-964,-610,-109,147,-42
110,-6634,2182,-4598,-86,-957,-575,-108,150,-42
120,-6666,2606,-4832,-45,-902,-542,-111,150,-38
130,-7160,2824,-4856,-38,-938,-542,-109,147,-39
140,-7246,2738,-4392,-33,-921,-547,-109,146,-39
150,-7368,3158,-5324,-43,-982,-566,-109,147,-38
160,-7740,3410,-4886,-36,-1083,-643,-111,145,-36
170,-7884,3354,-4990,-71,-1131,-680,-111,146,-37
180,-7470,3214,-4674,-91,-1204,-748,-108,146,-35
190,-7208,2722,-3678,-97,-1171,-721,-110,147,-33
200,-6868,2396,-3384,-118,-1067,-666,-109,143,-34
210,-7312,2344,-2772,-120,-991,-670,-111,148,-35
220,-7172,2042,-3388,-96,-908,-628,-110,143,-32
230,-7634,2010,-3720,-97,-919,-594,-109,144,-30
240,-8200,2006,-3850,-50,-952,-569,-110,143,-31
250,-7930,2096,-3982,-35,-1022,-603,-109,141,-31
260,-7784,2304,-4264,-14,-1053,-604,-108,143,-29
270,-7552,2066,-2760,-39,-1032,-614,-112,141,-28
280,-7484,2426,-2568,-58,-967,-635,-110,141,-28
290,-7542,2656,-3366,-58,-970,-628,-113,140,-25
300,-8236,2268,-3184,-75,-968,-587,-111,140,-27
310,-7866,2632,-4038,-89,-1005,-603,-110,140,-26
320,-8290,2724,-3818,-115,-1067,-715,-109,138,-24
330,-8324,1974,-3206,-134,-1050,-687,-112,139,-22
340,-8114,1562,-2982,-112,-1057,-650,-110,136,-21
350,-7542,1214,-2724,-73,-1040,-623,-109,138,-22
360,-7416,1286,-2618,-62,-1029,-593,-110,136,-20
370,-8004,1776,-2428,-47,-1024,-648,-110,137,-21
380,-8188,1796,-2876,-56,-1016,-658,-107,137,-19
390,-8340,1488,-2600,-32,-1056,-619,-109,137,-19
400,-8348,1598,-2812,-34,-1028,-552,-109,135,-17
410,-8346,2502,-2804,-48,-1074,-703,-109,134,-20
420,-8670,2070,-2126,-89,-1095,-693,-111,135,-15
430,-7882,1394,-2318,-91,-1134,-661,-108,135,-16
440,-7586,872,-1132,-82,-1082,-647,-108,133,-14
450,-7412,684,-1134,-106,-942,-563,-109,133,-15
460,-7960,1184,-1828,-74,-935,-593,-106,133,-14
470,-8816,1226,-1022,-76,-904,-596,-108,133,-16
480,-8498,706,-1256,-84,-851,-532,-108,134,-13
490,-7626,336,-546,-30,-752,-461,-107,132,-14
500,-7830,106,-158,-3,-602,-373,-109,131,-11
510,-7936,284,-60,12,-433,-267,-107,132,-11
520,-7894,456,-576,40,-285,-159,-109,131,-11
530,-8480,740,-274,33,-176,-105,-107,131,-13
540,-7954,568,-512,12,-80,-66,-107,130,-9
550,-7640,522,-632,42,-4,-2,-107,128,-12
560,-8126,534,-804,46,74,51,-107,133,-10
570,-8636,984,-1546,71,78,55,-108,130,-11
580,-8712,1350,-2020,54,5,-4,-105,130,-10
590,-8502,1222,-1372,53,-18,-17,-107,132,-13
600,-8204,820,-1028,44,11,21,-108,134,-11
610,-7990,862,-932,45,66,41,-107,131,-12
620,-8240,970,-1594,41,112,77,-109,131,-14
630,-8548,1402,-2212,44,57,57,-105,128,-10
640,-8666,1614,-2048,29,-7,-1,-107,128,-13
650,-8578,1246,-1890,6,-47,-28,-108,130,-11
660,-8348,706,-1066,21,-14,-3,-106,129,-11
670,-8092,320,-606,35,118,97,-107,130,-12
680,-7704,234,-498,61,264,208,-108,133,-11
690,-7972,440,-622,100,427,282,-110,133,-13
700,-8304,318,-624,113,571,378,-105,132,-12
710,-8014,246,-642,150,706,475,-109,131,-12
720,-8294,726,-1110,167,795,520,-105,136,-14
730,-7744,938,-868,154,909,626,-107,132,-15
740,-7488,926,-1146,198,1010,676,-108,133,-14
750,-7862,934,-774,203,1083,736,-109,130,-15
760,-8086,1586,-1190,175,1146,712,-110,134,-14
770,-7500,1704,-2390,170,1148,715,-107,134,-16
780,-8092,2018,-2260,164,1117,709,-109,135,-16
790,-7998,1772,-2672,143,1097,680,-110,137,-17
800,-8098,1746,-2484,150,1057,629,-108,136,-19
810,-7916,1932,-2540,135,1012,600,-109,136,-19
820,-7970,2008,-3148,139,992,594,-107,136,-20
830,-7448,1252,-2126,155,1002,620,-108,136,-22
840,-7878,1612,-2782,148,1021,665,-111,138,-21
850,-7996,2016,-3368,154,1049,657,-110,137,-23
860,-8394,2134,-3332,137,1028,625,-108,138,-24
870,-8242,2228,-3744,143,1012,621,-110,139,-23
880,-7776,1948,-3454,158,1000,652,-109,139,-25
890,-7752,2144,-3836,165,997,656,-110,139,-27
900,-7538,1984,-3618,158,960,633,-109,140,-28
910,-7912,2766,-4520,181,898,636,-108,140,-28
920,-8196,2974,-4602,163,875,552,-111,140,-27
930,-7800,2834,-4034,127,840,538,-109,142,-28
940,-7352,2582,-3718,137,832,557,-110,142,-28
950,-7124,2268,-3492,136,814,546,-109,141,-30
960,-7966,2352,-3534,136,873,556,-111,143,-30
970,-7258,2238,-3456,143,958,608,-110,144,-35
980,-7326,2380,-3780,142,938,634,-111,144,-33
990,-7362,2012,-2600,141,1005,631,-108,145,-34
